No,温泉名,施設名,施設ID,画像1,画像2,画像3,ジャンル,カテゴリー1,カテゴリー2,カテゴリー3,カテゴリー4,カテゴリー5,カテゴリー6,カテゴリー7,口コミ点数,口コミ件数,説明テキスト,住所,緯度,経度,営業期間,滞在時間（分）,優先表示フラグ,スポット番号,次の場所までの移動時間
192,,弓池,F0186,,,,観光施設,王道,,,,,,,4.0,22,"周囲は湿地帯で、ワタスゲやモウセンゴケなど湿生植物の澎湖。　木道の整備により散策が楽しめ時折カルガモも出迎えてくれます。　また、西の「名勝蓮来岩（ホウライイワ）と弓池のコントラストは絶景です。　残雪や紅葉時には静かな湖面に白根山を浮かべる幽玄な姿が堪能できます。
※火山の活動状況により、規制が及ぶことがあります。
【規模】面積：1.9 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒377-1701  群馬県吾妻郡草津町大字草津,36.636686,138.5324059,取得失敗,30,1,,
193,草津温泉,本家ちちや,F0187,,,,グルメ,ご当地,,,,,,,4.2,549,草津温泉のおみやげといったら何といっても饅頭。ここ本家ちちやの白い饅頭は、こし餡の中に国産の栗を餡に仕上げた栗あん入りで評判が高く、栗そのものの甘みが感じられる逸品だ。つぶしあんの茶色の饅頭も美味。時間内でも売り切れる場合があるので注意が必要。夏場以外なら５日間ほど日持ちする。 特産の栗を使った饅頭が大人気！ ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒377-1711  群馬県吾妻郡草津町草津89,36.621895,138.59728,"営業：8時～18時
定休日：木
休業：定休日が祝日の場合は不定",60,1,,
194,,ガトーフェスタ ハラダ 新本館シャトー・デュ・ボヌール,F0188,,,,グルメ,ご当地,,,,,,,4.4,478,※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒370-1301  群馬県高崎市新町1207,36.2697706,139.114293,取得失敗,60,1,,
195,伊香保温泉,水沢うどん 大澤屋（第二店舗）,F0189,,,,グルメ,ご当地,,,,,,,4.1,428,第１店舗、第２店舗があり、どちらも広い板の間でゆったりできる。麺は中力粉を使った弾力性があるタイプでつゆは関西系に近い、透明度がある上品な作りの『ざるうどん』がおすすめ。地元の農家栽培による香り高く、ふっくらとした舞茸の天ぷらと共に頂くと味わいが増す。季節によりタラの芽の天ぷらも登場。 旅館のような広い板の間名物舞茸天ぷらと共に ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒377-0103  群馬県渋川市伊香保町水沢198,36.4794739,138.9479562,"営業：8時30分～17時（LO16時30分）、日により多少変更あり
休業：第1・第3水曜日（変動があります）",60,1,,
196,草津温泉,松むら饅頭,F0190,,,,グルメ,ご当地,,,,,,,4.3,376,※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒377-1711  群馬県吾妻郡草津町草津389,36.6235893,138.5952682,取得失敗,60,1,,
197,万座温泉,松むら饅頭,F0190,,,,グルメ,ご当地,,,,,,,4.3,376,※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒377-1711  群馬県吾妻郡草津町草津389,36.6235893,138.5952682,取得失敗,60,1,,
198,伊香保温泉,伊香保グリーン牧場,F0191,,,,グルメ,王道,子連れ,,,,,,3.8,"1,105",※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒377-0027  群馬県渋川市金井2844,36.498588,138.9448029,取得失敗,60,2,,
199,四万温泉,伊香保グリーン牧場,F0191,,,,グルメ,王道,子連れ,,,,,,3.8,"1,105",※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒377-0027  群馬県渋川市金井2844,36.498588,138.9448029,取得失敗,60,1,,
200,伊香保温泉,元祖 田丸屋,F0192,,,,グルメ,ご当地,,,,,,,4.2,307,１５８２年創業と伝えられる。つゆのダシに２年物の利尻コンブを使うなど食材にもこだわりが。３種の性格の異なる粉をブレンドしていて、その配合にも研究を重ねたとか。老舗ということにあぐらをかかない研究熱心さを感じさせる。麺につゆがよく絡み、うどん、つゆ双方の風味を存分に味わうことができる。 伝統の技がつくり出すイカ刺しの様なうどん ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒377-0103  群馬県渋川市伊香保町水沢206-1,36.4795377,138.9469738,"営業：営業時間：9時～15時30分　＊売り切れ御免
その他：年中無休",60,0,,
201,,登利平 本店,F0193,,,,グルメ,ご当地,,,,,,,4.4,261,※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒371-0804  群馬県前橋市六供町1-18-6,36.3744729,139.0765831,取得失敗,60,1,,
202,伊香保温泉,永井食堂,F0194,,,,グルメ,ご当地,,,,,,,4.3,249,※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒377-0201  群馬県渋川市上白井4477-1,36.565154,139.0373851,取得失敗,60,0,,
203,,シャンゴ 問屋町本店,F0195,,,,グルメ,ご当地,,,,,,,4.0,218,※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒370-0006  群馬県高崎市問屋町1-10-24,36.351123,139.00792,取得失敗,60,1,,
204,水上温泉,小荒井製菓,F0196,,,,グルメ,ご当地,,,,,,,4.3,240,水上温泉と生どら焼き。一見不思議な組み合わせだけど、小荒井製菓の『生どら焼き』は絶対にオススメ。卵と砂糖と蜂蜜だけで作った生地で、アズキあんと生クリームをミックスしたものをサンド。ふんわりとしてやさしい味わいがたまらない。１日約１０００個の限定品なので、後悔しないためにもお早めに！ 温泉で生どら焼きを！限定につき売り切れ必至 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒379-1617  群馬県利根郡水上町湯原1680-20,36.765071,138.967656,"営業：8時～18時
定休日：木
休業：定休日が祝日の場合は翌日休、12月31日～1月1日",60,0,,
205,,清芳亭,F0197,,,,グルメ,ご当地,,,,,,,4.3,213,※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒377-0102  群馬県渋川市伊香保町伊香保544-38,36.499693,138.9265324,取得失敗,60,1,,
206,,ガトーフェスタ ハラダ ららん藤岡店,F0198,,,,グルメ,ご当地,,,,,,,4.3,160,※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒375-0015  群馬県藤岡市中1131-8 上信越自動車道藤岡ハイウェイオアシス ららん藤岡内,36.2726429,139.0723815,取得失敗,60,1,,
207,,登利平 南部店,F0200,,,,グルメ,ご当地,,,,,,,4.5,101,良質な米で炊きあげたご飯、新鮮で味わい深い鶏肉、秘伝のたれを用いた三位一体の絶妙な味のバランスが「登利平」の味。『上州御用鳥めし』は群馬を代表する弁当として県民に定着。おいしさの秘密は県内産ひな鳥の肉の豊かな味わい。食材への妥協のないこだわりが感じられる。お弁当はテイクアウトも可能だ。 名物『鳥めし弁当』で県内産ひな鳥に舌鼓 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒379-2146  群馬県前橋市公田町666-7,36.342382,139.080624,"営業：10時～22時（LO21時30分）
その他：年中無休",60,1,,
208,四万温泉,焼まんじゅう島村,F0201,,,,グルメ,ご当地,,,,,,,3.8,266,四万温泉の温泉街に位置する島村は、群馬名物の焼きまんじゅうが味わえるお店。ここの特徴は、なんといっても炭。炭焼きそのものが珍しいが、ここの炭は地元四万で焼かれたもの。炭の香ばしさが格別で、女将さんの作ったみそダレの素朴な味わいをさらに引き立てている。自家製生地の歯ごたえもまた美味。 地元で焼いた炭を使った素朴な風味がおいしい ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒377-0601  群馬県吾妻郡中之条町大字四万4237-23,36.6838527,138.7761242,"営業：10時～16時
休業：不定",60,1,,
